Transaction_Id,User_Id,Transaction_Date,Product_Category,Product_Name,Product_Amount,Payment_method,Device_Type,Location
6BE8BB25,USER_01358,2023-12-09,Internet Bill,Student Special Plan,1567.81,UPI,Android,Urban
AD2E99ED,USER_05761,2023-09-21,Bus Ticket,AC Seater,1950.43,Debit Card,iOS,Urban
E43E1696,USER_09824,2023-11-28,Gift Card,Rs. 250 Coffee Shop Card,2397.79,Wallet Balance,Android,Urban
5F33CEAB,USER_08900,2023-11-16,Education Fee,Data Science Bootcamp,914.97,Debit Card,Android,Urban
17D01217,USER_00948,2023-02-30,Mobile Recharge,Postpaid Plan 599,7089.81,UPI,iOS,Urban
C7F12B86,USER_05578,2023-08-23,Food Delivery,Chilli Paneer,2720.52,Bank Transfer,iOS,Suburban
9780FD0A,USER_02417,2023-12-10,Water Bill,Industrial Use,2599.69,Bank Transfer,Android,Suburban
8A4E5B51,USER_06627,2023-04-01,Loan Repayment,Business Loan Repayment,2099.73,Debit Card,Android,Urban
3061AD35,USER_03616,2023-05-04,Insurance Premium,Home Insurance,7765.34,Credit Card,iOS,Urban
30104DF4,USER_04427,2023-04-03,Water Bill,Residential Connection,1795.53,UPI,iOS,Urban
DDF39808,USER_02952,2023-04-12,Streaming Service,Premium Plan,4181.45,UPI,iOS,Urban
FFD2B6B9,USER_09344,2023-03-13,Loan Repayment,Personal Loan Payment,406.26,UPI,iOS,Urban
9A208B27,USER_01750,2023-01-18,Gaming Credits,Battle Pass,6841.71,Credit Card,iOS,Suburban
781A0E12,USER_03846,2023-06-02,Electricity Bill,Agricultural Bill,7832.84,Credit Card,iOS,Rural
109031C9,USER_06382,2023-02-28,Water Bill,Commercial Property,7525.92,UPI,Android,Urban
9FCE9530,USER_09685,2023-07-16,Taxi Fare,City Ride,2986.51,Credit Card,Android,Urban
0EEA6B50,USER_01245,2023-12-11,Streaming Service,Standard Plan,4505.04,UPI,Android,Urban
C31C5E0B,USER_09185,2023-08-03,Gas Bill,Auto LPG,138.06,Wallet Balance,iOS,Urban
D8D652B5,USER_04769,2023-08-09,Flight Booking,Ahmedabad to Jaipur,2565.64,Credit Card,Android,Urban
89CB56F0,USER_03599,2023-07-28,Food Delivery,Masala Dosa,6092.77,Credit Card,Android,Urban
11C9DECE,USER_03371,2023-01-01,Gas Bill,Piped Natural Gas,2926.12,Bank Transfer,Android,Rural
783DDCCD,USER_00496,2023-04-01,Gas Bill,Domestic LPG Cylinder,1721.93,UPI,iOS,Rural
9899FBCA,USER_06035,2023-02-09,Gas Bill,Domestic LPG Cylinder,3868.1,Bank Transfer,Android,Urban
0CFE9CD0,USER_03614,2023-11-01,Education Fee,IELTS Training,5411.69,Bank Transfer,Android,Urban
45694D52,USER_09515,2023-06-05,Insurance Premium,Term Life Policy,3047.71,Credit Card,Android,Rural
13E19D08,USER_05886,2023-10-20,Taxi Fare,Outstation Trip,153.37,Credit Card,Android,Urban
676EDA72,USER_03743,2023-03-20,Online Shopping,Laptop Backpack,5428.99,Credit Card,Android,Urban
3ED4ABED,USER_04327,2023-12-24,Grocery Shopping,Dairy Milk Chocolate,185.3,Bank Transfer,Android,Suburban
6746D854,USER_05400,2023-11-18,Streaming Service,Basic Plan,9572.78,Wallet Balance,Android,Urban
C98A2035,USER_06717,2023-11-11,Flight Booking,Bangalore to Kolkata,8181.77,Bank Transfer,Android,Suburban
E22EDC04,USER_03265,2023-02-30,Education Fee,MBA Entrance Prep,1890.21,UPI,Android,Urban
3B5ADF44,USER_05296,2023-09-02,Gift Card,Rs. 500 E-Gift Card,6944.61,Debit Card,Android,Urban
22758C91,USER_08568,2023-07-24,Education Fee,Python Programming Course,1237.45,Bank Transfer,Android,Urban
8D564EB8,USER_03757,2023-08-01,Insurance Premium,Health Insurance,4040.27,Credit Card,iOS,Urban
99096660,USER_08543,2023-12-05,Gaming Credits,Legendary Weapon,9785.35,Wallet Balance,Android,Urban
020C71B2,USER_04654,2023-10-13,Online Shopping,Steel Toe Shoes,433.1,Wallet Balance,iOS,Urban
A43BEEC9,USER_04319,2023-08-15,Movie Ticket,Dangal,814.34,UPI,Android,Urban
110A883B,USER_05720,2023-12-19,Grocery Shopping,Whole Wheat Atta,1271.84,Credit Card,Android,Urban
939B6448,USER_03532,2023-09-07,Bus Ticket,AC Seater,6090.64,Debit Card,Android,Urban
095EB8DE,USER_07437,2023-02-22,Mobile Recharge,Annual Plan 2999,4800.57,Debit Card,Android,Urban
E1CC6B4B,USER_07189,2023-07-26,Insurance Premium,Term Life Policy,1563.61,Credit Card,Android,Urban
3CE2B783,USER_07671,2023-06-10,Electricity Bill,Agricultural Bill,2444.75,Wallet Balance,Web,Rural
4CB022EA,USER_04988,2023-10-22,Education Fee,Digital Marketing Certification,2781.1,Wallet Balance,Android,Urban
71C0F196,USER_09410,2023-12-30,Flight Booking,Pune to Goa,2172.44,Debit Card,iOS,Rural
168A5664,USER_08601,2023-12-06,Education Fee,Digital Marketing Certification,2835.08,Credit Card,Android,Urban
E0A84E68,USER_05038,2023-10-08,Grocery Shopping,Refined Sunflower Oil,8300.38,Wallet Balance,Android,Urban
0C1A796A,USER_08674,2023-01-16,Taxi Fare,Rental Package,164.45,UPI,Android,Rural
6678A8D5,USER_09327,2023-07-02,Food Delivery,Butter Chicken,8184.49,Bank Transfer,Android,Urban
BAFCE991,USER_03990,2023-04-11,Movie Ticket,3 Idiots,6944.49,Wallet Balance,Web,Urban
43B737F4,USER_00113,2023-10-16,Education Fee,Python Programming Course,3613.09,Bank Transfer,Android,Urban
2CEA2362,USER_04837,2023-01-07,Gas Bill,Auto LPG,892.1,Debit Card,iOS,Suburban
A404971A,USER_01243,2023-12-18,Electricity Bill,Industrial Bill,105.35,Credit Card,iOS,Urban
5CDDF408,USER_03673,2023-05-18,Loan Repayment,Personal Loan Payment,6594.01,UPI,Web,Urban
B0B5A0F6,USER_06941,2023-01-02,Rent Payment,PG Accommodation,1711.34,Bank Transfer,iOS,Suburban
5A89D505,USER_02847,2023-12-17,Taxi Fare,City Ride,6430.5,Credit Card,iOS,Rural
D7BA365C,USER_08586,2023-01-13,Hotel Booking,Service Apartment,9819.47,UPI,Android,Suburban
20B478ED,USER_09458,2023-02-26,Gift Card,Rs. 5000 Luxury Card,8783.28,Wallet Balance,iOS,Urban
EBB09E73,USER_03806,2023-01-24,Gaming Credits,Legendary Weapon,6015.97,UPI,iOS,Suburban
6A3D42DA,USER_00207,2023-06-17,Online Shopping,Laptop Backpack,3735.59,Debit Card,Android,Urban
5BD1F953,USER_05621,2023-12-23,Gift Card,Rs. 500 E-Gift Card,9086.85,Credit Card,Android,Rural
9BEC1C36,USER_02803,2023-04-05,Internet Bill,4G Unlimited Plan,1494.89,Debit Card,Android,Urban
1F928A98,USER_01825,2023-06-06,Gift Card,Rs. 1000 Shopping Voucher,5069.05,Credit Card,Android,Urban
06E3EA22,USER_04327,2023-01-18,Insurance Premium,Travel Insurance,8877.71,Bank Transfer,iOS,Rural
CDEA96B2,USER_05998,2023-01-04,Food Delivery,Vegetable Biryani,1015.66,Bank Transfer,Web,Urban
2001E3D2,USER_01551,2023-10-14,Online Shopping,Wireless Earbuds,6102.61,UPI,Web,Urban
318FDBBF,USER_09175,2023-12-24,Insurance Premium,Term Life Policy,5129.26,Credit Card,Web,Suburban
60969AE0,USER_09219,2023-06-24,Gas Bill,Commercial Gas Connection,6573.44,Bank Transfer,Android,Urban
FF9B1BC2,USER_01523,2023-09-12,Electricity Bill,Temporary Connection Bill,6466.15,UPI,Android,Urban
D738091E,USER_04173,2023-06-07,Water Bill,Tanker Supply,1563.58,Bank Transfer,Android,Rural
064A9F1D,USER_02034,2023-04-16,Taxi Fare,City Ride,6365.09,UPI,Android,Suburban
C6EB4A2B,USER_03960,2023-01-07,Bus Ticket,AC Seater,276.98,Debit Card,Android,Urban
9C9E7D94,USER_03248,2023-05-17,Gas Bill,Domestic LPG Cylinder,9157.01,Credit Card,iOS,Suburban
3EA1D33B,USER_00376,2023-12-06,Streaming Service,Standard Plan,5468.22,UPI,Web,Urban
30325C7B,USER_05651,2023-10-08,Bus Ticket,Semi-Sleeper,4947.91,Credit Card,Android,Suburban
C2126349,USER_06549,2023-04-26,Streaming Service,Standard Plan,7216.45,UPI,iOS,Suburban
C269EC0A,USER_01145,2023-06-27,Food Delivery,Butter Chicken,399.5,Credit Card,Android,Urban
FD819F55,USER_08001,2023-05-09,Taxi Fare,Rental Package,365.87,Bank Transfer,iOS,Urban
B13C3776,USER_04090,2023-01-22,Grocery Shopping,Refined Sunflower Oil,923.34,UPI,Android,Urban
7763802,USER_07373,2023-08-11,Education Fee,MBA Entrance Prep,4049.12,UPI,iOS,Rural
4B84E916,USER_03592,2023-01-29,Internet Bill,Student Special Plan,7499.97,UPI,Android,Urban
0763CA2E,USER_00002,2023-11-18,Online Shopping,Laptop Backpack,1785.23,UPI,Android,Urban
9A011572,USER_01371,2023-03-10,Bus Ticket,Semi-Sleeper,4671.72,Credit Card,Android,Urban
9A61B969,USER_07170,2023-04-22,Loan Repayment,Home Loan EMI,1988.79,Bank Transfer,Android,Urban
6089DE71,USER_02556,2023-04-18,Taxi Fare,City Ride,5536.24,Debit Card,iOS,Suburban
31C3280D,USER_08655,2023-11-06,Streaming Service,Basic Plan,7322.1,UPI,Android,Suburban
595CBF43,USER_01630,2023-06-21,Gaming Credits,Legendary Weapon,1224.97,Wallet Balance,iOS,Urban
FD7B41B3,USER_01527,2023-04-01,Food Delivery,Vegetable Biryani,2503.71,Credit Card,iOS,Urban
2E07C231,USER_07143,2023-11-06,Streaming Service,Basic Plan,6089.62,Debit Card,iOS,Urban
D0E9E247,USER_03310,2023-11-06,Electricity Bill,Commercial Bill,2259.71,Debit Card,iOS,Urban
7805F568,USER_06099,2023-06-23,Hotel Booking,Deluxe Room,6863.54,Debit Card,Web,Urban
47E2C021,USER_09910,2023-05-05,Education Fee,Python Programming Course,1639.65,UPI,iOS,Urban
323C972E,USER_07833,2023-03-25,Rent Payment,Commercial Space Rent,4446.71,Credit Card,Android,Urban
62C6ABD4,USER_06296,2023-04-08,Food Delivery,Vegetable Biryani,7976.11,Debit Card,Android,Urban
2C6BE77D,USER_01872,2023-06-04,Mobile Recharge,Postpaid Plan 599,5279.0,Credit Card,Web,Urban
F0C4AB70,USER_03458,2023-01-21,Bus Ticket,Semi-Sleeper,1813.84,UPI,Android,Urban
3D71F8B7,USER_05231,2023-03-16,Rent Payment,PG Accommodation,7302.81,Debit Card,Android,Suburban
6275BA9C,USER_06258,2023-09-07,Mobile Recharge,Annual Plan 2999,9056.36,Debit Card,Android,Suburban
EE5DBACB,USER_07625,2023-05-08,Food Delivery,Chilli Paneer,3335.7,Credit Card,iOS,Urban
45354C3A,USER_08458,2023-02-18,Gift Card,Rs. 500 E-Gift Card,6072.82,Credit Card,Android,Urban
9FFBCE7D,USER_08076,2023-06-08,Insurance Premium,Travel Insurance,1947.86,Bank Transfer,Android,Urban
0D5C0047,USER_04634,2023-03-25,Online Shopping,Wireless Earbuds,480.92,Credit Card,Android,Suburban
D6EDEB9A,USER_02262,2023-09-04,Loan Repayment,Education Loan EMI,2834.99,Bank Transfer,iOS,Urban
D62B448F,USER_00133,2023-11-24,Gaming Credits,500 Gems Pack,1794.43,Wallet Balance,Android,Urban
793175DA,USER_06768,2023-09-17,Gas Bill,Commercial Gas Connection,9320.86,Wallet Balance,Android,Urban
59059DC2,USER_01422,2023-04-24,Water Bill,Commercial Property,3694.32,Bank Transfer,Android,Suburban
EA0E293D,USER_01535,2023-04-07,Water Bill,Industrial Use,8368.02,Credit Card,iOS,Suburban
C6B87B03,USER_09401,2023-08-08,Flight Booking,Delhi to Mumbai,2234.71,Debit Card,Android,Urban
3A223580,USER_05012,2023-10-08,Bus Ticket,Sleeper Class,1659.75,Bank Transfer,iOS,Urban
D425D05E,USER_03764,2023-04-21,Water Bill,Borewell Charges,4196.36,Wallet Balance,Android,Urban
BA5D3554,USER_07082,2023-11-14,Gift Card,Rs. 500 E-Gift Card,5252.73,UPI,iOS,Rural
46B447A1,USER_06172,2023-03-25,Loan Repayment,Car Loan Installment,5188.36,UPI,Android,Urban
3C13B19F,USER_01219,2023-09-22,Gas Bill,Industrial Gas Supply,9766.84,Bank Transfer,Android,Urban
DB2885F6,USER_07895,2023-04-22,Movie Ticket,3 Idiots,2057.08,Debit Card,iOS,Suburban
2C3A93F7,USER_08054,2023-12-18,Gift Card,Rs. 1000 Shopping Voucher,2471.88,UPI,Web,Urban
23D909AE,USER_08040,2023-06-27,Loan Repayment,Education Loan EMI,592.06,Wallet Balance,iOS,Urban
56B3FD2B,USER_06358,2023-12-17,Hotel Booking,Deluxe Room,8505.08,Wallet Balance,Android,Urban
8C325496,USER_01151,2023-07-13,Insurance Premium,Health Insurance,405.31,Debit Card,Android,Urban
F43F33C7,USER_02419,2023-06-07,Taxi Fare,Outstation Trip,8719.64,Credit Card,Android,Rural
30DE8770,USER_00813,2023-11-23,Hotel Booking,Dormitory Bed,1004.3,Debit Card,iOS,Urban
C3306D68,USER_06095,2023-03-17,Electricity Bill,Commercial Bill,2222.3,Debit Card,Android,Urban
9EB890B1,USER_01230,2023-11-04,Gaming Credits,Legendary Weapon,7413.44,UPI,Android,Urban
E410B682,USER_09231,2023-01-03,Loan Repayment,Home Loan EMI,4088.44,Credit Card,Android,Urban
8B2FDE9D,USER_03729,2023-01-04,Gift Card,Rs. 1000 Shopping Voucher,3369.9,Bank Transfer,iOS,Urban
84A993D2,USER_00685,2023-09-18,Online Shopping,Laptop Backpack,6970.44,Bank Transfer,Android,Urban
F11BF63A,USER_04404,2023-01-04,Mobile Recharge,Data Pack 50GB,4569.29,Wallet Balance,Android,Suburban
1D63C32B,USER_06098,2023-02-27,Taxi Fare,Rental Package,186.02,Debit Card,Web,Urban
CC7A63EB,USER_03546,2023-11-05,Gas Bill,Piped Natural Gas,3492.96,Bank Transfer,Android,Urban
001AF3C5,USER_00354,2023-12-16,Streaming Service,Family Subscription,7100.96,Credit Card,Android,Urban
0445AC67,USER_06624,2023-08-22,Education Fee,Python Programming Course,5985.2,Debit Card,Android,Urban
A3A3CB56,USER_08126,2023-12-02,Streaming Service,Premium Plan,5177.58,Bank Transfer,iOS,Urban
5E05BEDE,USER_08074,2023-05-26,Rent Payment,Co-working Space,9870.22,Wallet Balance,iOS,Urban
57EE7F46,USER_01782,2023-12-04,Flight Booking,Bangalore to Kolkata,7117.94,Wallet Balance,Android,Rural
EE8ED889,USER_03437,2023-04-18,Online Shopping,Wireless Earbuds,900.81,Bank Transfer,iOS,Urban
E9DD807D,USER_08533,2023-11-06,Streaming Service,Family Subscription,4670.24,UPI,Android,Urban
5ACF8D06,USER_03206,2023-05-21,Gas Bill,Industrial Gas Supply,9510.92,Debit Card,Android,Urban
7D4F7A40,USER_09679,2023-04-21,Bus Ticket,Volvo Multi-Axle,8795.34,Bank Transfer,Android,Urban
EB8B2100,USER_01377,2023-09-27,Hotel Booking,Suite,6178.35,Wallet Balance,Android,Rural
2BFDF5D5,USER_05032,2023-06-13,Gift Card,Rs. 1000 Shopping Voucher,7737.33,Debit Card,Web,Urban
B60F4D8B,USER_09384,2023-12-12,Internet Bill,Fiber 100Mbps Plan,5095.99,Debit Card,Android,Suburban
15501269,USER_07016,2023-05-26,Grocery Shopping,Whole Wheat Atta,960.02,UPI,iOS,Urban
E56D530B,USER_00132,2023-12-26,Movie Ticket,Avengers: Endgame,1893.34,Wallet Balance,Android,Urban
2AB2CDBE,USER_00948,2023-07-29,Movie Ticket,Avengers: Endgame,8426.48,Debit Card,Android,Urban
6F9ED0FD,USER_05500,2023-11-16,Food Delivery,Chilli Paneer,3330.08,Debit Card,iOS,Urban
609CD19D,USER_05176,2023-11-04,Education Fee,Data Science Bootcamp,6101.02,Debit Card,Android,Urban
B418D3D0,USER_02349,2023-08-30,Mobile Recharge,Data Pack 50GB,8191.44,Credit Card,Android,Urban
8E6DF4D4,USER_00340,2023-01-22,Grocery Shopping,Refined Sunflower Oil,1719.71,Bank Transfer,Android,Urban
0C9FF8A5,USER_02257,2023-09-15,Hotel Booking,Villa,5722.38,Bank Transfer,iOS,Rural
388B09D2,USER_00738,2023-01-01,Taxi Fare,Airport Transfer,4977.6,Bank Transfer,iOS,Urban
4820C349,USER_03572,2023-12-09,Gift Card,Rs. 250 Coffee Shop Card,9723.55,Debit Card,Web,Suburban
BEEE6A45,USER_08728,2023-12-24,Food Delivery,Butter Chicken,617.21,Wallet Balance,Android,Urban
4C4CFE48,USER_03569,2023-07-02,Hotel Booking,Service Apartment,7203.32,Credit Card,Android,Urban
3E2B3383,USER_09721,2023-09-14,Water Bill,Tanker Supply,4771.43,Wallet Balance,Android,Rural
FF9B1B18,USER_00245,2023-11-16,Gas Bill,Commercial Gas Connection,4648.68,Debit Card,Android,Suburban
A59D965F,USER_09230,2023-06-20,Grocery Shopping,Dairy Milk Chocolate,973.64,Debit Card,iOS,Urban
FE99180E,USER_08183,2023-03-13,Hotel Booking,Villa,7429.61,Credit Card,Android,Urban
3072D065,USER_05148,2023-01-19,Streaming Service,Basic Plan,9243.47,Credit Card,Android,Rural
EBB45909,USER_07477,2023-04-12,Education Fee,MBA Entrance Prep,2081.05,Bank Transfer,Android,Urban
764D19A7,USER_01382,2023-03-17,Food Delivery,Pizza Margherita,1686.64,Credit Card,iOS,Urban
86AACB66,USER_04194,2023-12-23,Streaming Service,Premium Plan,2681.88,UPI,Android,Urban
DC8CDCAF,USER_08090,2023-11-05,Insurance Premium,Home Insurance,5571.11,Wallet Balance,iOS,Urban
A3DAF0A6,USER_09293,2023-01-25,Streaming Service,Premium Plan,5730.61,UPI,Android,Suburban
268A2990,USER_03373,2023-06-15,Mobile Recharge,Family Plan 999,9910.97,Debit Card,Web,Suburban
AEECF764,USER_05724,2023-09-06,Education Fee,Data Science Bootcamp,1435.38,UPI,Web,Suburban
A33E89DD,USER_07617,2023-03-29,Water Bill,Industrial Use,3181.49,Bank Transfer,iOS,Urban
170E38CD,USER_05430,2023-02-29,Hotel Booking,Suite,3332.63,Bank Transfer,Android,Urban
74D9B0D9,USER_01736,2023-09-02,Food Delivery,Vegetable Biryani,9212.26,UPI,Android,Suburban
4E8B26C1,USER_02633,2023-06-19,Internet Bill,Student Special Plan,9786.89,Wallet Balance,Android,Urban
5AF9F733,USER_00945,2023-08-08,Bus Ticket,AC Seater,5559.1,Debit Card,Web,Urban
75DB3ACA,USER_08259,2023-12-12,Taxi Fare,Rental Package,6316.41,Wallet Balance,Android,Urban
0209DCB6,USER_03216,2023-07-03,Water Bill,Commercial Property,3319.77,Wallet Balance,Android,Suburban
7F8B9DB8,USER_03750,2023-07-27,Rent Payment,1BHK Apartment Rent,827.42,Credit Card,iOS,Urban
B6C551DF,USER_00747,2023-05-17,Food Delivery,Vegetable Biryani,5674.21,Bank Transfer,Android,Suburban
CC5ADDDE,USER_00185,2023-11-16,Hotel Booking,Deluxe Room,4360.97,Credit Card,Android,Urban
AA2A9611,USER_07019,2023-02-18,Movie Ticket,Dangal,2865.21,UPI,Android,Urban
9868B981,USER_04412,2023-09-26,Flight Booking,Pune to Goa,2660.29,UPI,Android,Urban
37CCE058,USER_04871,2023-05-07,Hotel Booking,Deluxe Room,2518.49,Debit Card,Android,Suburban
46F19C8A,USER_09954,2023-11-21,Bus Ticket,AC Seater,1597.08,Credit Card,Android,Rural
EB283543,USER_03327,2023-12-20,Rent Payment,Commercial Space Rent,5621.02,UPI,Android,Urban
4B218398,USER_02557,2023-02-01,Grocery Shopping,Mixed Fruit Jam,8838.76,UPI,Android,Urban
288FCF58,USER_06156,2023-04-27,Loan Repayment,Home Loan EMI,8293.67,Wallet Balance,iOS,Urban
A394773A,USER_00277,2023-11-10,Gaming Credits,Legendary Weapon,407.27,Bank Transfer,Android,Suburban
6C551BDD,USER_08509,2023-04-26,Online Shopping,Wireless Earbuds,1677.87,Credit Card,Android,Urban
D3E12B72,USER_05583,2023-10-04,Insurance Premium,Travel Insurance,5952.14,Credit Card,Android,Urban
79BC72F6,USER_00098,2023-08-30,Hotel Booking,Service Apartment,5704.68,Bank Transfer,Web,Urban
1503EEF7,USER_09527,2023-01-28,Movie Ticket,PK,6545.34,UPI,Android,Urban
265B1E56,USER_00882,2023-09-01,Flight Booking,Ahmedabad to Jaipur,2863.25,Wallet Balance,Android,Urban
65ED79F4,USER_08690,2023-03-07,Electricity Bill,Commercial Bill,1096.87,Credit Card,Web,Suburban
527F0729,USER_08957,2023-03-21,Food Delivery,Vegetable Biryani,2824.0,Wallet Balance,Android,Suburban
CDEA3C4A,USER_07718,2023-01-24,Education Fee,Data Science Bootcamp,7317.56,Bank Transfer,iOS,Urban
A8916F44,USER_00520,2023-06-13,Streaming Service,Premium Plan,3680.24,Credit Card,Android,Suburban
7002D133,USER_03042,2023-06-09,Flight Booking,Bangalore to Kolkata,2480.04,Credit Card,Android,Urban
2F3C6063,USER_05171,2023-09-02,Taxi Fare,Rental Package,1525.52,Credit Card,Android,Urban
ABB65A0E,USER_06255,2023-08-25,Flight Booking,Delhi to Mumbai,9817.06,Wallet Balance,Android,Suburban
BEE201BD,USER_03256,2023-01-02,Insurance Premium,Motor Insurance,571.39,Wallet Balance,Android,Suburban
7895DBE2,USER_06974,2023-12-23,Taxi Fare,Share Ride,6733.09,UPI,iOS,Suburban
4BF27AB4,USER_08465,2023-02-19,Flight Booking,Pune to Goa,8740.5,Credit Card,iOS,Rural
90DB617D,USER_02913,2023-11-05,Movie Ticket,3 Idiots,8357.39,Credit Card,Android,Urban
61260AC9,USER_06777,2023-09-16,Rent Payment,2BHK Flat Deposit,4027.2,Bank Transfer,Android,Urban
73A03381,USER_07734,2023-08-02,Mobile Recharge,Data Pack 50GB,5568.88,UPI,Android,Urban
5667B14E,USER_08934,2023-01-13,Bus Ticket,AC Seater,9630.17,Debit Card,Android,Suburban
DE95BA5A,USER_01301,2023-12-17,Rent Payment,1BHK Apartment Rent,931.66,Wallet Balance,iOS,Urban
ADC8BD1C,USER_07953,2023-11-01,Bus Ticket,AC Seater,8084.03,Bank Transfer,Android,Urban
3B4B8685,USER_07547,2023-08-02,Gaming Credits,Legendary Weapon,1004.36,Debit Card,iOS,Urban
66397D60,USER_08956,2023-11-18,Online Shopping,Laptop Backpack,8971.06,Debit Card,iOS,Urban
7F1D662C,USER_07650,2023-09-03,Insurance Premium,Motor Insurance,3330.47,Bank Transfer,Android,Urban
DEA2F280,USER_09542,2023-05-08,Movie Ticket,Avengers: Endgame,4603.23,Bank Transfer,Android,Rural
63D11BBE,USER_08124,2023-05-03,Mobile Recharge,Postpaid Plan 599,2249.67,Bank Transfer,Android,Suburban
3100CD33,USER_08175,2023-01-17,Taxi Fare,City Ride,5483.53,UPI,iOS,Suburban
C6371376,USER_00069,2023-08-26,Loan Repayment,Home Loan EMI,8336.79,Bank Transfer,iOS,Suburban
B1B8ABA0,USER_02373,2023-12-07,Food Delivery,Vegetable Biryani,3369.6,UPI,Web,Urban
2C71D7E3,USER_01603,2023-01-28,Internet Bill,Fiber 100Mbps Plan,3931.97,UPI,iOS,Urban
512EE1CE,USER_07932,2023-11-30,Mobile Recharge,Prepaid Plan 399,1556.56,Bank Transfer,iOS,Rural
48BC49E0,USER_07414,2023-08-27,Internet Bill,Fiber 100Mbps Plan,190.49,Wallet Balance,iOS,Urban
F9ABD51C,USER_07460,2023-03-10,Flight Booking,Bangalore to Kolkata,5457.72,Debit Card,Android,Rural
F610C322,USER_06416,2023-12-19,Loan Repayment,Personal Loan Payment,9195.02,Bank Transfer,Android,Urban
6F06E2CA,USER_01970,2023-02-26,Food Delivery,Pizza Margherita,9274.6,Wallet Balance,Android,Suburban
F380B1FE,USER_01813,2023-04-24,Grocery Shopping,Refined Sunflower Oil,3246.7,Debit Card,Web,Rural
6673B919,USER_02297,2023-01-21,Water Bill,Commercial Property,4759.22,Bank Transfer,Android,Urban
5925D867,USER_05178,2023-07-16,Grocery Shopping,Refined Sunflower Oil,2014.73,Credit Card,Android,Urban
1D198DD3,USER_04753,2023-12-17,Taxi Fare,City Ride,7009.24,Bank Transfer,Android,Urban
3043B489,USER_04662,2023-03-23,Gas Bill,Piped Natural Gas,3365.14,Credit Card,Android,Urban
0FB3C18A,USER_08608,2023-01-08,Gas Bill,Commercial Gas Connection,7707.76,UPI,Web,Urban
3567EA34,USER_05271,2023-07-24,Education Fee,Python Programming Course,4247.36,Debit Card,Android,Urban
057562C8,USER_08010,2023-12-23,Food Delivery,Masala Dosa,7320.24,Debit Card,Web,Suburban
BBDE9332,USER_04736,2023-05-14,Insurance Premium,Home Insurance,21.63,UPI,iOS,Suburban
464AAAD9,USER_01837,2023-05-28,Movie Ticket,Dangal,2795.72,Debit Card,Android,Urban
AE29C7AB,USER_08965,2023-03-17,Gaming Credits,Legendary Weapon,3050.9,Debit Card,Android,Urban
88455B5F,USER_00480,2023-06-22,Gas Bill,Commercial Gas Connection,9736.75,Wallet Balance,iOS,Urban
D1AB5A94,USER_06286,2023-06-05,Insurance Premium,Motor Insurance,4799.84,Bank Transfer,iOS,Rural
29E7834B,USER_05777,2023-10-10,Gaming Credits,1000 Game Coins,2396.21,Debit Card,Web,Rural
7C02D835,USER_08306,2023-06-28,Streaming Service,Family Subscription,8471.2,Credit Card,iOS,Urban
9C4329E9,USER_06896,2023-04-15,Mobile Recharge,Prepaid Plan 399,1506.6,Debit Card,iOS,Urban
FD1AF954,USER_00593,2023-11-04,Flight Booking,Bangalore to Kolkata,4953.91,Bank Transfer,Android,Suburban
3B30DBCC,USER_07995,2023-01-05,Movie Ticket,Baahubali 2,9128.45,Debit Card,Android,Urban
A4605D27,USER_05208,2023-09-30,Insurance Premium,Health Insurance,6276.66,Wallet Balance,Android,Urban
4A4561C9,USER_09963,2023-04-15,Taxi Fare,Share Ride,3040.98,Wallet Balance,Android,Urban
8CA6EE36,USER_08019,2023-12-30,Education Fee,Digital Marketing Certification,504.29,Bank Transfer,Android,Urban
03FB579E,USER_05933,2023-12-04,Streaming Service,Family Subscription,4175.85,Bank Transfer,Android,Urban
A5526D04,USER_08643,2023-02-19,Mobile Recharge,Family Plan 999,2380.57,Credit Card,Android,Urban
078C7645,USER_01608,2023-11-18,Grocery Shopping,Refined Sunflower Oil,5327.65,Bank Transfer,iOS,Urban
0DDEA285,USER_06608,2023-04-16,Grocery Shopping,Dairy Milk Chocolate,3154.34,Credit Card,Android,Suburban
D81F6306,USER_05812,2023-04-23,Gaming Credits,Premium Skin,5803.16,Bank Transfer,Android,Suburban
22DFD3DD,USER_05168,2023-06-06,Loan Repayment,Education Loan EMI,4944.93,UPI,Android,Urban
9B8495F4,USER_05351,2023-01-07,Rent Payment,2BHK Flat Deposit,8355.93,Wallet Balance,iOS,Urban
A316F785,USER_00702,2023-04-06,Taxi Fare,Share Ride,56.17,Wallet Balance,iOS,Urban
E5D9555A,USER_08585,2023-09-11,Internet Bill,Business Internet Plan,5795.49,Credit Card,iOS,Suburban
4AA9D136,USER_04816,2023-08-26,Online Shopping,Laptop Backpack,53.56,Debit Card,Android,Urban
686DCF3E,USER_08173,2023-07-11,Gaming Credits,Battle Pass,2739.63,Credit Card,iOS,Rural
281681FA,USER_01121,2023-04-30,Education Fee,Python Programming Course,9056.37,Bank Transfer,Android,Rural
FB15C1DA,USER_09538,2023-07-10,Hotel Booking,Dormitory Bed,5115.18,Bank Transfer,Android,Suburban
13AA440C,USER_07783,2023-02-19,Mobile Recharge,Prepaid Plan 399,1732.21,Wallet Balance,Android,Rural
FD818D22,USER_01689,2023-12-22,Water Bill,Commercial Property,9506.93,Debit Card,Android,Urban
D93C9BE7,USER_05455,2023-05-09,Education Fee,Python Programming Course,2301.71,Bank Transfer,Android,Urban
